ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP2.T004504.1	Q29RP8	KMT5B_BOVIN	bta:767828;		chromosome [GO:0005694]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone H4K20 methyltransferase activity [GO:0042799]; histone lysine N-methyltransferase activity [GO:0018024]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]; chromatin organization [GO:0006325]; DNA repair [GO:0006281]; histone H4-K20 dimethylation [GO:0034772]; histone H4-K20 trimethylation [GO:0034773]; muscle organ development [GO:0007517]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of isotype switching [GO:0045830]
HVAEP2.T004505.1	Q9D3A8	CAPON_MOUSE	mmu:70729;		anchoring junction [GO:0070161]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; podosome [GO:0002102]; postsynapse [GO:0098794]; presynapse [GO:0098793]; sarcoplasmic reticulum membrane [GO:0033017]; Z disc [GO:0030018]; nitric-oxide synthase binding [GO:0050998]; PDZ domain binding [GO:0030165]; protease binding [GO:0002020]; postsynaptic actin cytoskeleton organization [GO:0098974]; regulation of heart rate by chemical signal [GO:0003062]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]
HVAEP2.T004509.1	P52826	CACP_COLLI	clv:102084317;		endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; carnitine O-acetyltransferase activity [GO:0004092]; carnitine O-octanoyltransferase activity [GO:0008458]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; medium-chain fatty acid metabolic process [GO:0051791]; short-chain fatty acid metabolic process [GO:0046459]
HVAEP2.T004510.1	P52826	CACP_COLLI	clv:102084317;		endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; carnitine O-acetyltransferase activity [GO:0004092]; carnitine O-octanoyltransferase activity [GO:0008458]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; medium-chain fatty acid metabolic process [GO:0051791]; short-chain fatty acid metabolic process [GO:0046459]
HVAEP2.T004512.1	Q14576	ELAV3_HUMAN	hsa:1995;		ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]
HVAEP2.T004515.1	Q28GD4	ELAV2_XENTR	xtr:594913;		cell cortex [GO:0005938]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]
HVAEP2.T004516.1	Q5RES1	MMP14_PONAB	pon:100171646;		extracellular matrix [GO:0031012]; melanosome [GO:0042470]; membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of myotube differentiation [GO:0010831]; proteolysis [GO:0006508]
HVAEP2.T004520.1	O13065	MMP18_XENLA			extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; collagen catabolic process [GO:0030574]; proteolysis [GO:0006508]
HVAEP2.T004525.1	Q9CQE2	TM223_MOUSE	mmu:66836;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial ribosome binding [GO:0097177]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; nervous system development [GO:0007399]
HVAEP2.T004526.1	A0PJW6	TM223_HUMAN	hsa:79064;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial ribosome binding [GO:0097177]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; nervous system development [GO:0007399]
HVAEP2.T004527.1	Q9CQE2	TM223_MOUSE	mmu:66836;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial ribosome binding [GO:0097177]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; nervous system development [GO:0007399]
HVAEP2.T004536.1	F1NY98	DSCAM_CHICK			dendrite [GO:0030425]; growth cone [GO:0030426]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; netrin receptor binding [GO:1990890]; protein tyrosine kinase binding [GO:1990782]; axon guidance [GO:0007411]; camera-type eye photoreceptor cell differentiation [GO:0060219]; dendrite morphogenesis [GO:0048813]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; locomotory behavior [GO:0007626]; negative regulation of cell adhesion [GO:0007162]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of phosphorylation [GO:0042327]; post-embryonic retina morphogenesis in camera-type eye [GO:0060060]; retina layer formation [GO:0010842]; synapse assembly [GO:0007416]
HVAEP2.T004537.1	B5X3I6	TSN9_SALSA	sasa:100196615;		membrane [GO:0016020]
HVAEP2.T004540.1	Q95LP5	AXDN1_MACFA			
HVAEP2.T004541.1	Q68F67	DEN1A_XENLA	xla:447295;		cell projection [GO:0042995]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; presynaptic membrane [GO:0042734]; guanyl-nucleotide exchange factor activity [GO:0005085]; phosphatidylinositol phosphate binding [GO:1901981]; phosphatidylinositol-3-phosphate binding [GO:0032266]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; positive regulation of GTPase activity [GO:0043547]; protein transport [GO:0015031]
HVAEP2.T004546.1	P26186	MGMT_CRIGR			nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA modification [GO:0006304]; DNA repair [GO:0006281]; methylation [GO:0032259]
HVAEP2.T004547.1	Q91WD1	RPC4_MOUSE	mmu:67065;		cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase III complex [GO:0005666]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]; transcription by RNA polymerase III [GO:0006383]
HVAEP2.T004548.1	Q26481	RL5_STYCL			cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
HVAEP2.T004550.1	Q56FG6	RL5_LYSTE			cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
HVAEP2.T004551.1	P29089	AGTRB_RAT	rno:81638;		plasma membrane [GO:0005886]; angiotensin type I receptor activity [GO:0001596]; angiotensin type II receptor activity [GO:0004945]; G protein-coupled receptor activity [GO:0004930]; angiotensin-activated signaling pathway [GO:0038166]; blood vessel development [GO:0001568]; cellular response to dexamethasone stimulus [GO:0071549]; drinking behavior [GO:0042756]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; kidney development [GO:0001822]; maintenance of blood vessel diameter homeostasis by renin-angiotensin [GO:0002034]; multicellular organism aging [GO:0010259]; neuron apoptotic process [GO:0051402]; positive regulation of blood pressure [GO:0045777]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of blood pressure [GO:0008217]; regulation of renal output by angiotensin [GO:0002019]; regulation of systemic arterial blood pressure by circulatory renin-angiotensin [GO:0001991]; regulation of vasoconstriction [GO:0019229]; renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure [GO:0001999]; response to angiotensin [GO:1990776]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to nicotine [GO:0035094]; response to nutrient [GO:0007584]; response to salt stress [GO:0009651]; response to xenobiotic stimulus [GO:0009410]
HVAEP2.T004552.1	Q8QZS3	FLCN_MOUSE	mmu:216805;		cell-cell contact zone [GO:0044291]; centrosome [GO:0005813]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lysosomal membrane [GO:0005765]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; enzyme inhibitor activity [GO:0004857]; GTPase activator activity [GO:0005096]; protein-containing complex binding [GO:0044877]; cell proliferation involved in kidney development [GO:0072111]; cell-cell junction assembly [GO:0007043]; cellular response to amino acid starvation [GO:0034198]; cellular response to starvation [GO:0009267]; energy homeostasis [GO:0097009]; epithelial cell proliferation [GO:0050673]; ERK1 and ERK2 cascade [GO:0070371]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway [GO:0097193]; lysosome localization [GO:0032418]; negative regulation of angiogenesis [GO:0016525]; negative regulation of ATP biosynthetic process [GO:2001170]; negative regulation of brown fat cell differentiation [GO:1903444]; negative regulation of cell growth [GO:0030308]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell proliferation involved in kidney development [GO:1901723]; negative regulation of cellular respiration [GO:1901856]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of gene expression [GO:0010629]; negative regulation of glycolytic process [GO:0045820]; negative regulation of mitochondrial DNA metabolic process [GO:1901859]; negative regulation of mitochondrion organization [GO:0010823]; negative regulation of muscle tissue development [GO:1901862]; negative regulation of post-translational protein modification [GO:1901874]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of autophagy [GO:0010508]; positive regulation of cell adhesion [GO:0045785]; positive regulation of GTPase activity [GO:0043547]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein kinase B signaling [GO:0043491]; regulation of cytokinesis [GO:0032465]; regulation of histone acetylation [GO:0035065]; regulation of pro-B cell differentiation [GO:2000973]; regulation of protein phosphorylation [GO:0001932]; regulation of Ras protein signal transduction [GO:0046578]; regulation of TOR signaling [GO:0032006]; TOR signaling [GO:0031929]; transforming growth factor beta receptor signaling pathway [GO:0007179]
HVAEP2.T004554.1	Q5REW9	ANR27_PONAB	pon:100171616;		cytoplasmic vesicle membrane [GO:0030659]; early endosome [GO:0005769]; late endosome [GO:0005770]; lysosome [GO:0005764]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; protein transport [GO:0015031]
HVAEP2.T004555.1	O02213	SER2_CAEEL	cel:CELE_C02D4.2;		membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled amine receptor activity [GO:0008227]; G protein-coupled receptor activity [GO:0004930]; octopamine receptor activity [GO:0004989]; tyramine receptor activity [GO:0008226]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; dopamine receptor signaling pathway [GO:0007212]; octopamine or tyramine signaling pathway [GO:0007211]
HVAEP2.T004564.1	Q6DGN6	SPT2_DANRE			nucleolus [GO:0005730]; DNA binding [GO:0003677]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; RNA polymerase I core binding [GO:0001042]; chromatin organization [GO:0006325]; heterochromatin formation [GO:0031507]; nucleosome assembly [GO:0006334]; regulation of DNA-templated transcription [GO:0006355]
HVAEP2.T004567.1	Q6ZQ03	FNBP4_MOUSE	mmu:55935;		nuclear speck [GO:0016607]
HVAEP2.T004570.1	Q93127	GPR18_AMPAM			plasma membrane [GO:0005886]; octopamine receptor activity [GO:0004989]
HVAEP2.T004571.1	Q9BXB4	OSB11_HUMAN	hsa:114885;		cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; sterol binding [GO:0032934]; sterol transporter activity [GO:0015248]; fat cell differentiation [GO:0045444]; positive regulation of sequestering of triglyceride [GO:0010890]
HVAEP2.T004574.1	Q4R6P1	F200A_MACFA	mcf:101926726;		membrane [GO:0016020]
HVAEP2.T004575.1	P14585	LIN12_CAEEL	cel:CELE_R107.8;		apical plasma membrane [GO:0016324]; CSL-Notch-Mastermind transcription factor complex [GO:1990433]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; RNA polymerase II transcription regulator complex [GO:0090575]; calcium ion binding [GO:0005509]; DNA-binding transcription factor binding [GO:0140297]; Notch binding [GO:0005112]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transmembrane signaling receptor activity [GO:0004888]; cell fate specification [GO:0001708]; cell projection morphogenesis [GO:0048858]; cell-cell signaling involved in cell fate commitment [GO:0045168]; dauer exit [GO:0043054]; nematode larval development [GO:0002119]; Notch signaling pathway [GO:0007219]; oviposition [GO:0018991]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mesodermal cell fate specification [GO:0048337]; regulation of basement membrane organization [GO:0110011]; regulation of cell fate specification [GO:0042659]; regulation of mesodermal cell fate specification [GO:0042661]; regulation of vulval development [GO:0040028]; sleep [GO:0030431]; vulval development [GO:0040025]
HVAEP2.T004577.1	P16389	KCNA2_HUMAN	hsa:3737;		axon [GO:0030424]; axon initial segment [GO:0043194]; axon terminus [GO:0043679]; calyx of Held [GO:0044305]; dendrite [GO:0030425]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]; juxtaparanode region of axon [GO:0044224]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; membrane [GO:0016020]; neuronal cell body membrane [GO:0032809]; paranodal junction [GO:0033010]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; voltage-gated potassium channel complex [GO:0008076]; delayed rectifier potassium channel activity [GO:0005251]; kinesin binding [GO:0019894]; outward rectifier potassium channel activity [GO:0015271]; potassium channel activity [GO:0005267]; voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1905030]; voltage-gated ion channel activity involved in regulation of presynaptic membrane potential [GO:0099508]; voltage-gated potassium channel activity [GO:0005249]; cerebral cortex development [GO:0021987]; corpus callosum development [GO:0022038]; neuronal action potential [GO:0019228]; optic nerve structural organization [GO:0021633]; potassium ion export across plasma membrane [GO:0097623]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; protein homooligomerization [GO:0051260]; regulation of circadian sleep/wake cycle, non-REM sleep [GO:0045188]; regulation of dopamine secretion [GO:0014059]; regulation of ion transmembrane transport [GO:0034765]; sensory perception of pain [GO:0019233]
